Índice,Data de Referência,Número Índice,Variação Diária (%),Variação no Mês (%),Variação no Ano (%),Variação 12 Meses (%),Variação 24 Meses (%),Duration (d.u.),PMR
IMA - Geral,04/06/2019,"5,586.878962",0.1401,0.3492,6.1501,14.0010,25.1980,826,"1,375"
IMA - Geral,05/06/2019,"5,576.400400",-0.1876,0.1610,5.9510,14.3620,25.1212,820,"1,368"
IMA - Geral,06/06/2019,"5,587.591115",0.2007,0.3620,6.1636,14.7846,25.0401,822,"1,371"
IMA - Geral,07/06/2019,"5,598.498125",0.1952,0.5579,6.3708,15.5795,25.2198,824,"1,373"
IMA - Geral,10/06/2019,"5,602.698792",0.0750,0.6334,6.4506,15.1979,25.0704,824,"1,371"
IMA - Geral,11/06/2019,"5,611.819485",0.1628,0.7972,6.6239,15.3977,25.2740,826,"1,374"
IMA - Geral,12/06/2019,"5,607.795820",-0.0717,0.7249,6.5475,15.2948,25.0750,823,"1,371"
IMA - Geral,13/06/2019,"5,615.510547",0.1376,0.8635,6.6941,15.6494,25.2731,824,"1,372"
IMA - Geral,14/06/2019,"5,618.929669",0.0609,0.9249,6.7590,16.3397,25.0181,824,"1,371"
IMA - Geral,17/06/2019,"5,621.180557",0.0401,0.9653,6.8018,15.8180,24.7210,825,"1,372"
IMA - Geral,18/06/2019,"5,628.066597",0.1225,1.0890,6.9326,15.8382,24.8738,831,"1,380"
IMA - Geral,19/06/2019,"5,633.460221",0.0958,1.1859,7.0351,15.4792,24.7358,831,"1,381"
IMA - Geral,21/06/2019,"5,658.622419",0.4467,1.6378,7.5132,16.2086,25.4780,840,"1,390"
IMA - Geral,24/06/2019,"5,662.485213",0.0683,1.7072,7.5866,16.3031,25.6440,841,"1,391"
IMA - Geral,25/06/2019,"5,657.056184",-0.0959,1.6097,7.4834,15.9528,25.5236,839,"1,388"
IMA - Geral,26/06/2019,"5,662.546599",0.0971,1.7083,7.5877,15.8540,25.6008,841,"1,390"
IMA - Geral,27/06/2019,"5,666.907810",0.0770,1.7867,7.6706,16.1440,25.8507,841,"1,391"
IMA - Geral,28/06/2019,"5,678.967518",0.2128,2.0033,7.8997,16.0535,25.8344,844,"1,395"
IMA - Geral,01/07/2019,"5,685.704991",0.1186,0.1186,8.0277,16.0336,25.8577,852,"1,402"
IMA - Geral,02/07/2019,"5,681.272920",-0.0780,0.0406,7.9435,15.7479,25.7596,852,"1,403"
IMA - Geral,03/07/2019,"5,688.487914",0.1270,0.1676,8.0806,15.8939,25.6857,853,"1,405"
IMA - Geral,04/07/2019,"5,694.454844",0.1049,0.2727,8.1940,15.8539,25.8705,853,"1,405"
IMA - Geral,05/07/2019,"5,693.600637",-0.0150,0.2577,8.1778,15.9398,25.7879,851,"1,402"
IMA - Geral,08/07/2019,"5,702.870564",0.1628,0.4209,8.3539,15.8506,26.0475,853,"1,403"
IMA - Geral,09/07/2019,"5,704.042738",0.0206,0.4415,8.3762,15.8242,26.0734,852,"1,402"
IMA - Geral,10/07/2019,"5,714.803975",0.1887,0.6310,8.5806,15.7489,26.1915,855,"1,405"
IMA - Geral,11/07/2019,"5,716.918290",0.0370,0.6683,8.6208,15.9635,26.1218,854,"1,404"
IMA - Geral,12/07/2019,"5,714.693003",-0.0389,0.6291,8.5785,16.0925,25.6445,851,"1,402"
IMA - Geral,15/07/2019,"5,716.997894",0.0403,0.6697,8.6223,15.9568,25.3657,851,"1,400"
IMA - Geral,16/07/2019,"5,713.257014",-0.0654,0.6038,8.5512,15.8974,25.2836,851,"1,401"
IMA - Geral,17/07/2019,"5,714.594234",0.0234,0.6273,8.5766,15.7832,25.0975,850,"1,400"
IMA - Geral,18/07/2019,"5,717.716991",0.0546,0.6823,8.6360,15.8430,24.9567,850,"1,399"
IMA - Geral,19/07/2019,"5,718.618143",0.0158,0.6982,8.6531,15.7561,24.6320,849,"1,399"
IMA - Geral,22/07/2019,"5,721.943933",0.0582,0.7568,8.7163,15.4298,24.4155,849,"1,398"
IMA - Geral,23/07/2019,"5,730.664377",0.1524,0.9103,8.8820,15.6751,24.6051,853,"1,402"
IMA - Geral,24/07/2019,"5,735.391889",0.0825,0.9936,8.9718,15.6609,24.7268,854,"1,404"
IMA - Geral,25/07/2019,"5,731.283878",-0.0716,0.9212,8.8937,15.3419,24.6862,851,"1,401"
IMA - Geral,26/07/2019,"5,735.777997",0.0784,1.0004,8.9791,15.5067,24.8049,853,"1,402"
IMA - Geral,29/07/2019,"5,737.610203",0.0319,1.0326,9.0139,15.4495,24.2349,852,"1,401"
IMA - Geral,30/07/2019,"5,738.795313",0.0207,1.0535,9.0365,15.4631,24.2606,852,"1,400"
IMA - Geral,31/07/2019,"5,734.024794",-0.0831,0.9695,8.9458,15.3877,24.0260,849,"1,397"
IMA - Geral,01/08/2019,"5,736.747743",0.0475,0.0475,8.9975,15.3901,23.9546,847,"1,396"
IMA - Geral,02/08/2019,"5,737.740414",0.0173,0.0648,9.0164,15.4187,23.7822,840,"1,383"
IMA - Geral,05/08/2019,"5,726.189337",-0.2013,-0.1366,8.7969,14.9513,23.1676,836,"1,377"
IMA - Geral,06/08/2019,"5,740.796910",0.2551,0.1181,9.0745,15.1791,23.4818,841,"1,383"
IMA - Geral,07/08/2019,"5,750.211094",0.1640,0.2823,9.2533,15.5636,23.7983,844,"1,386"
IMA - Geral,08/08/2019,"5,758.238012",0.1396,0.4223,9.4059,15.7358,23.9377,847,"1,390"
IMA - Geral,09/08/2019,"5,759.451945",0.0211,0.4434,9.4289,15.9449,24.0412,846,"1,390"
IMA - Geral,12/08/2019,"5,755.253943",-0.0729,0.3702,9.3492,16.2903,24.0563,843,"1,384"
IMA - Geral,13/08/2019,"5,756.659189",0.0244,0.3947,9.3759,16.2590,24.0866,842,"1,383"
IMA - Geral,14/08/2019,"5,750.761705",-0.1024,0.2919,9.2638,15.5158,23.9471,839,"1,380"
IMA - Geral,15/08/2019,"5,753.051363",0.0398,0.3318,9.3073,15.4296,23.8491,847,"1,388"
IMA - Geral,16/08/2019,"5,761.080437",0.1396,0.4718,9.4599,15.6030,23.9122,843,"1,381"
IMA - Geral,19/08/2019,"5,757.509005",-0.0620,0.4096,9.3920,15.5659,23.8775,841,"1,377"
IMA - Geral,20/08/2019,"5,756.123294",-0.0241,0.3854,9.3657,15.7096,23.8477,839,"1,375"
IMA - Geral,21/08/2019,"5,764.373796",0.1433,0.5293,9.5224,16.4631,24.1710,840,"1,377"
IMA - Geral,22/08/2019,"5,762.973049",-0.0243,0.5049,9.4958,16.0835,24.0784,839,"1,375"
IMA - Geral,23/08/2019,"5,758.959521",-0.0696,0.4349,9.4196,16.2171,23.8127,837,"1,373"
IMA - Geral,26/08/2019,"5,749.122794",-0.1708,0.2633,9.2327,15.8377,23.3919,832,"1,366"
IMA - Geral,27/08/2019,"5,741.149505",-0.1387,0.1243,9.0812,15.5047,23.2207,827,"1,360"
IMA - Geral,28/08/2019,"5,728.451279",-0.2212,-0.0972,8.8399,15.3722,22.8974,820,"1,351"
IMA - Geral,29/08/2019,"5,728.446855",-0.0001,-0.0973,8.8398,15.3255,22.8534,817,"1,348"
IMA - Geral,30/08/2019,"5,743.319966",0.2596,0.1621,9.1224,16.0399,23.1214,823,"1,355"
IMA - Geral,02/09/2019,"5,737.974559",-0.0931,-0.0931,9.0209,15.7160,22.7961,819,"1,350"
IMA - Geral,03/09/2019,"5,746.873589",0.1551,0.0619,9.1899,16.1329,22.9865,818,"1,346"
IMA - Geral,04/09/2019,"5,758.816415",0.2078,0.2698,9.4168,16.5710,23.1600,822,"1,350"
IMA - Geral,05/09/2019,"5,759.681617",0.0150,0.2849,9.4333,16.5940,22.9140,820,"1,349"
IMA - Geral,06/09/2019,"5,761.056961",0.0239,0.3088,9.4594,16.3729,22.6558,819,"1,348"
IMA - Geral,09/09/2019,"5,762.536297",0.0257,0.3346,9.4875,16.4028,22.4540,818,"1,345"
IMA - Geral,10/09/2019,"5,760.237531",-0.0399,0.2946,9.4439,16.2628,22.4052,816,"1,343"
IMA - Geral,11/09/2019,"5,765.684662",0.0946,0.3894,9.5473,16.4644,22.6104,818,"1,345"
IMA - Geral,12/09/2019,"5,771.528368",0.1014,0.4912,9.6584,16.3712,22.8003,819,"1,347"
IMA - Geral,13/09/2019,"5,764.991878",-0.1133,0.3773,9.5342,16.4466,22.6166,815,"1,343"
IMA - Geral,16/09/2019,"5,775.418053",0.1809,0.5589,9.7323,16.5003,22.7161,817,"1,343"
IMA - Geral,17/09/2019,"5,788.277720",0.2227,0.7828,9.9766,16.5120,22.9893,823,"1,352"
IMA - Geral,18/09/2019,"5,791.950910",0.0635,0.8467,10.0464,16.5036,22.9855,824,"1,353"
IMA - Geral,19/09/2019,"5,804.230286",0.2120,1.0605,10.2797,16.7195,23.1002,827,"1,356"
IMA - Geral,20/09/2019,"5,816.958557",0.2193,1.2822,10.5215,16.8924,23.2597,831,"1,361"
IMA - Geral,23/09/2019,"5,814.052485",-0.0500,1.2316,10.4663,16.5851,22.9306,829,"1,358"
IMA - Geral,24/09/2019,"5,810.137793",-0.0673,1.1634,10.3919,16.6020,22.8479,827,"1,355"
IMA - Geral,25/09/2019,"5,818.773422",0.1486,1.3138,10.5560,16.7662,23.1218,830,"1,358"
IMA - Geral,26/09/2019,"5,823.921789",0.0885,1.4034,10.6538,16.7180,23.0429,831,"1,359"
IMA - Geral,27/09/2019,"5,826.300325",0.0408,1.4448,10.6990,16.6090,23.1827,830,"1,359"
IMA - Geral,30/09/2019,"5,827.427514",0.0193,1.4644,10.7205,16.7750,23.0678,829,"1,356"
IMA - Geral,01/10/2019,"5,829.995770",0.0441,0.0441,10.7692,16.6952,23.1220,829,"1,357"
IMA - Geral,02/10/2019,"5,828.993713",-0.0172,0.0269,10.7502,16.3669,23.0317,843,"1,381"
IMA - Geral,03/10/2019,"5,835.265262",0.1076,0.1345,10.8694,16.1945,23.2639,845,"1,382"
IMA - Geral,04/10/2019,"5,837.048313",0.0306,0.1651,10.9032,15.9733,23.2605,844,"1,382"
IMA - Geral,07/10/2019,"5,832.548515",-0.0771,0.0879,10.8178,15.9642,23.0180,841,"1,377"
IMA - Geral,08/10/2019,"5,833.763332",0.0208,0.1087,10.8408,14.9514,23.0437,840,"1,375"
IMA - Geral,09/10/2019,"5,844.534442",0.1846,0.2936,11.0455,14.6912,23.3525,842,"1,378"
IMA - Geral,10/10/2019,"5,851.934964",0.1266,0.4206,11.1861,14.9491,23.3660,844,"1,380"
IMA - Geral,11/10/2019,"5,871.163175",0.3286,0.7505,11.5514,15.3259,23.7830,851,"1,388"
IMA - Geral,14/10/2019,"5,878.982242",0.1332,0.8847,11.7000,15.4795,23.8940,853,"1,389"
IMA - Geral,15/10/2019,"5,872.864227",-0.1041,0.7797,11.5837,14.9552,23.7650,849,"1,385"
IMA - Geral,16/10/2019,"5,886.020144",0.2240,1.0055,11.8337,14.8568,24.0964,851,"1,386"
IMA - Geral,17/10/2019,"5,898.178461",0.2066,1.2141,12.0647,14.8015,24.1742,855,"1,390"
IMA - Geral,18/10/2019,"5,899.965508",0.0303,1.2448,12.0987,15.0281,24.1424,854,"1,390"
IMA - Geral,21/10/2019,"5,901.208544",0.0211,1.2661,12.1223,15.0346,23.9354,854,"1,388"
IMA - Geral,22/10/2019,"5,893.930503",-0.1233,1.1412,11.9840,14.5215,23.7826,851,"1,384"
IMA - Geral,23/10/2019,"5,903.032710",0.1544,1.2974,12.1569,14.6699,24.0779,853,"1,388"
IMA - Geral,24/10/2019,"5,902.031213",-0.0170,1.2802,12.1379,14.7965,24.1767,852,"1,386"
IMA - Geral,25/10/2019,"5,912.554630",0.1783,1.4608,12.3379,15.0181,24.2936,855,"1,390"
IMA - Geral,28/10/2019,"5,918.468318",0.1000,1.5623,12.4502,14.7214,24.7238,856,"1,390"
IMA - Geral,29/10/2019,"5,921.770742",0.0558,1.6190,12.5130,14.8016,24.7934,856,"1,389"
IMA - Geral,30/10/2019,"5,926.833875",0.0855,1.7058,12.6092,14.7990,25.0352,857,"1,390"
IMA - Geral,31/10/2019,"5,927.642151",0.0136,1.7197,12.6245,14.8038,25.0238,858,"1,393"
IMA - Geral,01/11/2019,"5,935.109413",0.1260,0.1260,12.7664,14.8339,25.3844,861,"1,396"
IMA - Geral,04/11/2019,"5,934.340070",-0.0130,0.1130,12.7518,14.8190,25.6636,855,"1,385"
IMA - Geral,05/11/2019,"5,932.943608",-0.0235,0.0894,12.7252,14.7606,25.6340,853,"1,384"
IMA - Geral,06/11/2019,"5,923.449671",-0.1600,-0.0707,12.5449,14.5803,25.1591,848,"1,377"
IMA - Geral,07/11/2019,"5,916.764818",-0.1129,-0.1835,12.4179,14.5040,25.0957,843,"1,372"
IMA - Geral,08/11/2019,"5,909.306021",-0.1261,-0.3093,12.2761,14.4768,24.7985,837,"1,365"
IMA - Geral,11/11/2019,"5,912.318099",0.0510,-0.2585,12.3334,14.5267,25.0599,836,"1,362"
IMA - Geral,12/11/2019,"5,901.022769",-0.1910,-0.4491,12.1188,14.3236,24.8210,830,"1,355"
IMA - Geral,13/11/2019,"5,899.423828",-0.0271,-0.4760,12.0884,14.3517,24.8522,828,"1,353"
IMA - Geral,14/11/2019,"5,902.941107",0.0596,-0.4167,12.1552,14.1810,25.0577,830,"1,355"
IMA - Geral,18/11/2019,"5,900.882328",-0.0349,-0.4514,12.1161,13.7675,24.4510,834,"1,358"
IMA - Geral,19/11/2019,"5,900.569134",-0.0053,-0.4567,12.1101,13.7961,24.4444,830,"1,352"
IMA - Geral,20/11/2019,"5,901.769538",0.0203,-0.4365,12.1329,13.7941,24.4282,830,"1,352"
IMA - Geral,21/11/2019,"5,890.209145",-0.1959,-0.6315,11.9133,13.3721,23.9428,824,"1,345"
IMA - Geral,22/11/2019,"5,898.475415",0.1403,-0.4920,12.0704,13.4253,24.1264,826,"1,348"
IMA - Geral,25/11/2019,"5,893.258687",-0.0884,-0.5801,11.9712,13.2054,24.0057,823,"1,343"
IMA - Geral,26/11/2019,"5,883.420028",-0.1669,-0.7460,11.7843,13.3705,23.7987,817,"1,336"
IMA - Geral,27/11/2019,"5,878.138957",-0.0898,-0.8351,11.6840,13.2801,23.6853,812,"1,331"
IMA - Geral,28/11/2019,"5,884.677170",0.1112,-0.7248,11.8082,13.2298,23.7195,813,"1,332"
IMA - Geral,29/11/2019,"5,885.302739",0.0106,-0.7143,11.8201,13.2049,23.9895,812,"1,331"
IMA - Geral,02/12/2019,"5,880.702673",-0.0782,-0.0782,11.7327,13.0377,23.9402,809,"1,326"
IMA - Geral,03/12/2019,"5,889.117638",0.1431,0.0648,11.8926,13.1751,24.1175,807,"1,322"
IMA - Geral,04/12/2019,"5,898.402049",0.1577,0.2226,12.0690,13.5059,24.1765,810,"1,325"
IMA - Geral,05/12/2019,"5,899.492045",0.0185,0.2411,12.0897,13.4518,24.0607,810,"1,325"
IMA - Geral,06/12/2019,"5,912.509675",0.2207,0.4623,12.3370,13.6010,24.3277,814,"1,330"
IMA - Geral,09/12/2019,"5,915.930145",0.0579,0.5204,12.4020,13.6048,24.4390,815,"1,331"
IMA - Geral,10/12/2019,"5,919.855414",0.0664,0.5871,12.4766,13.7559,24.5216,817,"1,333"
IMA - Geral,11/12/2019,"5,925.253407",0.0912,0.6788,12.5791,13.8171,24.6093,820,"1,336"
IMA - Geral,12/12/2019,"5,932.965228",0.1302,0.8099,12.7257,13.7792,24.8894,823,"1,340"
IMA - Geral,13/12/2019,"5,933.430764",0.0078,0.8178,12.7345,13.5557,24.7444,821,"1,338"
IMA - Geral,16/12/2019,"5,925.850566",-0.1278,0.6890,12.5905,13.2699,24.5929,816,"1,331"
IMA - Geral,17/12/2019,"5,910.885117",-0.2525,0.4347,12.3061,12.9518,24.2782,810,"1,325"
IMA - Geral,18/12/2019,"5,910.516933",-0.0062,0.4284,12.2991,12.9775,24.2662,807,"1,322"
IMA - Geral,19/12/2019,"5,891.999075",-0.3133,0.1138,11.9473,12.4328,23.9477,797,"1,310"
IMA - Geral,20/12/2019,"5,900.640640",0.1467,0.2606,12.1115,12.4209,23.8713,799,"1,312"
IMA - Geral,23/12/2019,"5,908.169152",0.1276,0.3885,12.2545,12.5334,23.9389,801,"1,314"
IMA - Geral,26/12/2019,"5,919.960667",0.1665,0.5889,12.4786,12.7236,23.9559,804,"1,317"
IMA - Geral,27/12/2019,"5,923.600017",0.0615,0.6507,12.5477,12.6790,24.0123,805,"1,318"
IMA - Geral,30/12/2019,"5,936.025078",0.2098,0.8618,12.7838,12.8102,24.1015,810,"1,323"
IMA - Geral,31/12/2019,"5,937.982006",0.0330,0.8951,12.8210,12.8210,24.1424,809,"1,323"
IMA - Geral,02/01/2020,"5,938.598860",0.0104,0.0104,0.0104,12.5750,23.7828,813,"1,326"
IMA - Geral,03/01/2020,"5,935.508190",-0.0520,-0.0417,-0.0417,12.3474,23.5430,824,"1,347"
IMA - Geral,06/01/2020,"5,927.344387",-0.1375,-0.1791,-0.1791,12.0076,23.3021,818,"1,338"
IMA - Geral,07/01/2020,"5,930.321094",0.0502,-0.1290,-0.1290,12.1129,23.3640,818,"1,338"
IMA - Geral,08/01/2020,"5,937.568434",0.1222,-0.0070,-0.0070,12.1586,23.3855,820,"1,341"
IMA - Geral,09/01/2020,"5,943.074223",0.0927,0.0858,0.0858,12.0075,23.4641,821,"1,343"
IMA - Geral,10/01/2020,"5,945.596464",0.0424,0.1282,0.1282,12.0610,23.3824,821,"1,343"
IMA - Geral,13/01/2020,"5,940.838761",-0.0800,0.0481,0.0481,11.9140,22.9732,819,"1,339"
IMA - Geral,14/01/2020,"5,950.688571",0.1658,0.2140,0.2140,11.9107,23.1771,822,"1,343"
IMA - Geral,15/01/2020,"5,955.228840",0.0763,0.2904,0.2904,12.0452,23.2013,820,"1,341"
IMA - Geral,16/01/2020,"5,948.100261",-0.1197,0.1704,0.1704,11.8527,23.0342,819,"1,340"
IMA - Geral,17/01/2020,"5,954.634609",0.1099,0.2804,0.2804,11.9102,23.1482,821,"1,343"
IMA - Geral,20/01/2020,"5,951.367264",-0.0549,0.2254,0.2254,11.7770,23.0015,818,"1,338"
IMA - Geral,21/01/2020,"5,953.380271",0.0338,0.2593,0.2593,11.7721,23.0431,817,"1,337"
IMA - Geral,22/01/2020,"5,962.798485",0.1582,0.4179,0.4179,11.8354,23.2586,819,"1,340"
IMA - Geral,23/01/2020,"5,962.532317",-0.0045,0.4134,0.4134,11.7035,23.3269,818,"1,339"
IMA - Geral,24/01/2020,"5,965.508276",0.0499,0.4636,0.4636,11.8268,22.9438,818,"1,339"
IMA - Geral,27/01/2020,"5,965.895558",0.0065,0.4701,0.4701,11.8031,22.5580,816,"1,335"
IMA - Geral,28/01/2020,"5,970.665439",0.0800,0.5504,0.5504,11.8806,22.6560,817,"1,337"
IMA - Geral,29/01/2020,"5,975.335357",0.0782,0.6291,0.6291,11.7586,22.7868,819,"1,339"
IMA - Geral,30/01/2020,"5,973.152483",-0.0365,0.5923,0.5923,11.7085,22.7711,816,"1,336"
IMA - Geral,31/01/2020,"5,971.095182",-0.0344,0.5577,0.5577,11.3215,22.6804,814,"1,334"
IMA - Geral,03/02/2020,"5,978.204951",0.1191,0.1191,0.6774,11.2154,22.9092,816,"1,335"
IMA - Geral,04/02/2020,"5,982.011121",0.0637,0.1828,0.7415,11.3239,22.9875,815,"1,333"
IMA - Geral,05/02/2020,"5,990.795887",0.1469,0.3299,0.8894,11.5455,23.2887,819,"1,337"
IMA - Geral,06/02/2020,"5,986.084136",-0.0786,0.2510,0.8101,11.5783,23.0884,818,"1,336"
IMA - Geral,07/02/2020,"5,983.642846",-0.0408,0.2101,0.7690,11.6929,22.9978,816,"1,335"
IMA - Geral,10/02/2020,"5,992.015638",0.1399,0.3504,0.9100,12.0815,23.4121,819,"1,337"
IMA - Geral,11/02/2020,"6,000.874107",0.1478,0.4987,1.0591,12.2198,23.5946,822,"1,340"
IMA - Geral,12/02/2020,"6,008.148596",0.1212,0.6205,1.1817,12.1278,23.7444,824,"1,342"
IMA - Geral,13/02/2020,"6,005.364447",-0.0463,0.5739,1.1348,11.8979,23.6871,821,"1,339"
IMA - Geral,14/02/2020,"6,020.546785",0.2528,0.8282,1.3905,12.0010,23.7448,826,"1,345"
IMA - Geral,17/02/2020,"6,016.601938",-0.0655,0.7621,1.3240,11.6454,23.2337,830,"1,348"
IMA - Geral,18/02/2020,"6,016.133605",-0.0078,0.7543,1.3161,11.7484,23.2241,827,"1,343"
IMA - Geral,19/02/2020,"6,022.579574",0.1071,0.8622,1.4247,11.7715,23.3331,828,"1,344"
IMA - Geral,20/02/2020,"6,018.356906",-0.0701,0.7915,1.3536,11.8626,23.2298,824,"1,340"
IMA - Geral,21/02/2020,"6,010.800759",-0.1256,0.6650,1.2263,11.7019,23.0531,819,"1,334"
IMA - Geral,26/02/2020,"5,994.748068",-0.2671,0.3961,0.9560,11.3649,22.3728,810,"1,321"
IMA - Geral,27/02/2020,"5,996.731136",0.0331,0.4293,0.9894,11.2526,22.3783,808,"1,318"
IMA - Geral,28/02/2020,"5,997.966372",0.0206,0.4500,1.0102,11.2830,22.3559,807,"1,317"
IMA - Geral,02/03/2020,"6,020.283780",0.3721,0.3721,1.3860,11.7079,22.6323,813,"1,323"
IMA - Geral,03/03/2020,"6,026.914113",0.1101,0.4826,1.4977,11.8309,22.7673,830,"1,351"
IMA - Geral,04/03/2020,"6,033.078498",0.1023,0.5854,1.6015,11.9453,22.8929,831,"1,351"
IMA - Geral,05/03/2020,"6,013.291031",-0.3280,0.2555,1.2683,11.5782,22.3456,823,"1,342"
IMA - Geral,06/03/2020,"6,011.590098",-0.0283,0.2271,1.2396,11.5770,22.2605,821,"1,339"
IMA - Geral,09/03/2020,"5,963.279793",-0.8036,-0.5783,0.4260,10.4977,21.2379,797,"1,310"
IMA - Geral,10/03/2020,"5,971.501881",0.1379,-0.4412,0.5645,10.6501,21.4050,797,"1,311"
IMA - Geral,11/03/2020,"5,874.663319",-1.6217,-2.0557,-1.0663,8.5835,19.4362,747,"1,250"
IMA - Geral,12/03/2020,"5,756.747339",-2.0072,-4.0217,-3.0521,6.3169,17.0121,707,"1,202"
IMA - Geral,13/03/2020,"5,875.679985",2.0660,-2.0388,-1.0492,8.3146,19.3110,758,"1,264"
IMA - Geral,16/03/2020,"5,870.621975",-0.0861,-2.1231,-1.1344,8.2076,19.0308,746,"1,248"
IMA - Geral,17/03/2020,"5,896.995502",0.4492,-1.6834,-0.6902,8.6937,19.5655,752,"1,256"
IMA - Geral,18/03/2020,"5,785.837958",-1.8850,-3.5367,-2.5622,6.5339,17.3117,719,"1,218"
IMA - Geral,19/03/2020,"5,788.815768",0.0515,-3.4870,-2.5121,6.5091,17.4338,723,"1,224"
IMA - Geral,20/03/2020,"5,776.886935",-0.2061,-3.6859,-2.7130,6.1399,17.3279,718,"1,217"
IMA - Geral,23/03/2020,"5,733.876806",-0.7445,-4.4030,-3.4373,5.9076,15.9808,699,"1,193"
IMA - Geral,24/03/2020,"5,774.845312",0.7145,-3.7199,-2.7473,6.6643,16.8095,711,"1,208"
IMA - Geral,25/03/2020,"5,831.003178",0.9725,-2.7837,-1.8016,7.5988,17.9454,729,"1,229"
IMA - Geral,26/03/2020,"5,862.406057",0.5386,-2.2601,-1.2728,8.3114,18.4438,739,"1,242"
IMA - Geral,27/03/2020,"5,864.673171",0.0387,-2.2223,-1.2346,8.8607,18.5513,737,"1,239"
IMA - Geral,30/03/2020,"5,877.807436",0.2240,-2.0033,-1.0134,8.4454,18.7618,738,"1,238"
IMA - Geral,31/03/2020,"5,879.237955",0.0243,-1.9795,-0.9893,8.4718,18.7907,734,"1,233"
IMA - Geral,01/04/2020,"5,864.597699",-0.2490,-0.2490,-1.2358,7.9867,18.4949,727,"1,225"
IMA - Geral,02/04/2020,"5,862.592089",-0.0342,-0.2831,-1.2696,7.9123,18.5409,740,"1,249"
IMA - Geral,03/04/2020,"5,842.252196",-0.3469,-0.6291,-1.6122,7.6618,18.2583,728,"1,236"
IMA - Geral,06/04/2020,"5,851.795433",0.1633,-0.4668,-1.4514,7.6813,18.4215,733,"1,240"
IMA - Geral,07/04/2020,"5,861.510728",0.1660,-0.3015,-1.2878,7.8601,18.6181,734,"1,242"
IMA - Geral,08/04/2020,"5,873.767234",0.2091,-0.0931,-1.0814,8.1256,18.8662,737,"1,244"
IMA - Geral,09/04/2020,"5,891.146351",0.2959,0.2025,-0.7887,8.5531,19.2357,741,"1,250"
IMA - Geral,13/04/2020,"5,897.294696",0.1044,0.3071,-0.6852,8.6269,19.0872,741,"1,248"
IMA - Geral,14/04/2020,"5,914.026640",0.2837,0.5917,-0.4034,8.9351,19.4251,747,"1,255"
IMA - Geral,15/04/2020,"5,930.305072",0.2753,0.8686,-0.1293,9.1479,19.7538,755,"1,265"
IMA - Geral,16/04/2020,"5,950.366890",0.3383,1.2098,0.2086,9.5161,20.0640,759,"1,268"
IMA - Geral,17/04/2020,"5,964.353981",0.2351,1.4477,0.4441,9.8055,20.2861,766,"1,277"
IMA - Geral,20/04/2020,"5,979.099784",0.2472,1.6986,0.6925,9.9083,20.4454,769,"1,279"
IMA - Geral,22/04/2020,"5,987.643202",0.1429,1.8439,0.8363,9.9909,20.6175,770,"1,279"
IMA - Geral,23/04/2020,"5,955.888795",-0.5303,1.3038,0.3016,9.1729,20.1399,756,"1,264"
IMA - Geral,24/04/2020,"5,851.060166",-1.7601,-0.4793,-1.4638,7.3101,18.0243,718,"1,219"
IMA - Geral,27/04/2020,"5,850.842065",-0.0037,-0.4830,-1.4675,7.1387,17.7775,720,"1,221"
IMA - Geral,28/04/2020,"5,918.984055",1.1647,0.6760,-0.3199,8.3865,19.1492,744,"1,250"
IMA - Geral,29/04/2020,"5,932.720991",0.2321,0.9097,-0.0886,8.6505,19.4257,750,"1,256"
IMA - Geral,30/04/2020,"5,929.659685",-0.0516,0.8576,-0.1402,8.4707,19.4292,746,"1,251"
IMA - Geral,04/05/2020,"5,925.813235",-0.0649,-0.0649,-0.2049,8.1951,19.3759,744,"1,247"
IMA - Geral,05/05/2020,"5,932.988459",0.1211,0.0561,-0.0841,8.3261,19.5205,740,"1,240"
IMA - Geral,06/05/2020,"5,935.247286",0.0381,0.0942,-0.0461,8.3446,19.5660,739,"1,239"
IMA - Geral,07/05/2020,"5,922.985192",-0.2066,-0.1126,-0.2526,8.1295,19.4474,729,"1,227"
IMA - Geral,08/05/2020,"5,935.222556",0.2066,0.0938,-0.0465,8.1843,19.9737,732,"1,231"
IMA - Geral,11/05/2020,"5,931.689706",-0.0595,0.0342,-0.1060,7.8324,19.8792,729,"1,226"
IMA - Geral,12/05/2020,"5,908.699385",-0.3876,-0.3535,-0.4931,7.4145,19.4145,721,"1,216"
IMA - Geral,13/05/2020,"5,895.731252",-0.2195,-0.5722,-0.7115,7.2384,19.1524,716,"1,210"
IMA - Geral,14/05/2020,"5,908.193243",0.2114,-0.3620,-0.5017,7.2878,19.6014,720,"1,216"
IMA - Geral,15/05/2020,"5,917.394921",0.1557,-0.2068,-0.3467,7.4607,19.7589,727,"1,223"
IMA - Geral,18/05/2020,"5,932.877923",0.2617,0.0543,-0.0860,8.1329,20.8411,729,"1,222"
IMA - Geral,19/05/2020,"5,939.729871",0.1155,0.1698,0.0294,8.2578,20.9806,731,"1,224"
IMA - Geral,20/05/2020,"5,946.633590",0.1162,0.2863,0.1457,8.1896,21.1213,733,"1,227"
IMA - Geral,21/05/2020,"5,958.373151",0.1974,0.4842,0.3434,8.1567,21.2007,735,"1,229"
IMA - Geral,22/05/2020,"5,954.268095",-0.0689,0.4150,0.2743,8.0060,20.9158,732,"1,226"
IMA - Geral,25/05/2020,"5,988.194717",0.5698,0.9872,0.8456,8.5181,22.0517,743,"1,237"
